set,bond_type,len_lo,len_hi,n,pct
AR,C:C,1.315,1.32,338,2.074
AR,C:C,1.32,1.325,0,0.0
AR,C:C,1.325,1.33,16,0.0982
AR,C:C,1.33,1.335,296,1.8163
AR,C:C,1.335,1.34,172,1.0554
AR,C:C,1.34,1.345,97,0.5952
AR,C:C,1.345,1.35,556,3.4117
AR,C:C,1.35,1.355,0,0.0
AR,C:C,1.355,1.36,152,0.9327
AR,C:C,1.36,1.365,910,5.5838
AR,C:C,1.365,1.37,157,0.9634
AR,C:C,1.37,1.375,533,3.2705
AR,C:C,1.375,1.38,141,0.8652
AR,C:C,1.38,1.385,0,0.0
AR,C:C,1.385,1.39,224,1.3745
AR,C:C,1.39,1.395,1086,6.6638
AR,C:C,1.395,1.4,384,2.3563
AR,C:C,1.4,1.405,830,5.093
AR,C:C,1.405,1.41,422,2.5894
AR,C:C,1.41,1.415,257,1.577
AR,C:C,1.415,1.42,568,3.4853
AR,C:C,1.42,1.425,579,3.5528
AR,C:C,1.425,1.43,258,1.5831
AR,C:C,1.43,1.435,388,2.3808
AR,C:C,1.435,1.44,1128,6.9215
AR,C:C,1.44,1.445,164,1.0063
AR,C:C,1.445,1.45,1344,8.2469
AR,C:C,1.45,1.455,346,2.1231
AR,C:C,1.455,1.46,649,3.9823
AR,C:C,1.46,1.465,312,1.9145
AR,C:C,1.465,1.47,288,1.7672
AR,C:C,1.47,1.475,401,2.4606
AR,C:C,1.475,1.48,723,4.4364
AR,C:C,1.48,1.485,0,0.0
AR,C:C,1.485,1.49,1119,6.8663
AR,C:C,1.49,1.495,2,0.0123
AR,C:C,1.495,1.5,58,0.3559
AR,C:C,1.5,1.505,254,1.5586
AR,C:C,1.505,1.51,67,0.4111
AR,C:C,1.51,1.515,32,0.1964
AR,C:C,1.515,1.52,82,0.5032
AR,C:C,1.52,1.525,8,0.0491
AR,C:C,1.525,1.53,110,0.675
AR,C:C,1.53,1.535,7,0.043
AR,C:C,1.535,1.54,26,0.1595
AR,C:C,1.54,1.545,11,0.0675
AR,C:C,1.545,1.55,0,0.0
AR,C:C,1.55,1.555,16,0.0982
AR,C:C,1.555,1.56,31,0.1902
AR,C:C,1.56,1.565,3,0.0184
AR,C:C,1.565,1.57,33,0.2025
AR,C:C,1.57,1.575,4,0.0245
AR,C:C,1.575,1.58,6,0.0368
AR,C:C,1.58,1.585,13,0.0798
AR,C:C,1.585,1.59,0,0.0
AR,C:C,1.59,1.595,21,0.1289
AR,C:C,1.595,1.6,0,0.0
AR,C:C,1.6,1.605,18,0.1104
AR,C:C,1.605,1.61,14,0.0859
AR,C:C,1.61,1.615,5,0.0307
AR,C:C,1.615,1.62,22,0.135
AR,C:C,1.62,1.625,0,0.0
AR,C:C,1.625,1.63,1,0.0061
AR,C:C,1.63,1.635,7,0.043
AR,C:C,1.635,1.64,2,0.0123
AR,C:C,1.64,1.645,12,0.0736
AR,C:C,1.645,1.65,1,0.0061
AR,C:C,1.65,1.655,1,0.0061
AR,C:C,1.655,1.66,3,0.0184
AR,C:C,1.66,1.665,1,0.0061
AR,C:C,1.665,1.67,1,0.0061
AR,C:C,1.67,1.675,0,0.0
AR,C:C,1.675,1.68,2,0.0123
AR,C:C,1.68,1.685,0,0.0
AR,C:C,1.685,1.69,0,0.0
AR,C:C,1.69,inf,4,0.0245
AR,C:N,-inf,1.1,0,0.0
AR,C:N,1.1,1.105,0,0.0
AR,C:N,1.105,1.11,0,0.0
AR,C:N,1.11,1.115,0,0.0
AR,C:N,1.115,1.12,0,0.0
AR,C:N,1.12,1.125,0,0.0
AR,C:N,1.125,1.13,0,0.0
AR,C:N,1.13,1.135,0,0.0
AR,C:N,1.135,1.14,0,0.0
AR,C:N,1.14,1.145,1,0.0262
AR,C:N,1.145,1.15,0,0.0
AR,C:N,1.15,1.155,0,0.0
AR,C:N,1.155,1.16,8,0.2093
AR,C:N,1.16,1.165,0,0.0
AR,C:N,1.165,1.17,0,0.0
AR,C:N,1.17,1.175,0,0.0
AR,C:N,1.175,1.18,0,0.0
AR,C:N,1.18,1.185,0,0.0
AR,C:N,1.185,1.19,4,0.1047
AR,C:N,1.19,1.195,0,0.0
AR,C:N,1.195,1.2,0,0.0
AR,C:N,1.2,1.205,31,0.8111
AR,C:N,1.205,1.21,4,0.1047
AR,C:N,1.21,1.215,0,0.0
AR,C:N,1.215,1.22,0,0.0
AR,C:N,1.22,1.225,14,0.3663
AR,C:N,1.225,1.23,0,0.0
AR,C:N,1.23,1.235,12,0.314
AR,C:N,1.235,1.24,15,0.3925
AR,C:N,1.24,1.245,43,1.1251
AR,C:N,1.245,1.25,1,0.0262
AR,C:N,1.25,1.255,31,0.8111
AR,C:N,1.255,1.26,15,0.3925
AR,C:N,1.26,1.265,1,0.0262
AR,C:N,1.265,1.27,73,1.91
AR,C:N,1.27,1.275,52,1.3605
AR,C:N,1.275,1.28,1,0.0262
AR,C:N,1.28,1.285,54,1.4129
AR,C:N,1.285,1.29,42,1.0989
AR,C:N,1.29,1.295,0,0.0
AR,C:N,1.295,1.3,19,0.4971
AR,C:N,1.3,1.305,100,2.6164
AR,C:N,1.305,1.31,59,1.5437
AR,C:N,1.31,1.315,8,0.2093
AR,C:N,1.315,1.32,295,7.7185
AR,C:N,1.32,1.325,0,0.0
AR,C:N,1.325,1.33,19,0.4971
AR,C:N,1.33,1.335,122,3.192
AR,C:N,1.335,1.34,105,2.7473
AR,C:N,1.34,1.345,94,2.4594
AR,C:N,1.345,1.35,275,7.1952
AR,C:N,1.35,1.355,0,0.0
AR,C:N,1.355,1.36,71,1.8577
AR,C:N,1.36,1.365,268,7.012
AR,C:N,1.365,1.37,33,0.8634
AR,C:N,1.37,1.375,158,4.134
AR,C:N,1.375,1.38,25,0.6541
AR,C:N,1.38,1.385,0,0.0
AR,C:N,1.385,1.39,25,0.6541
AR,C:N,1.39,1.395,171,4.4741
AR,C:N,1.395,1.4,81,2.1193
AR,C:N,1.4,1.405,133,3.4799
AR,C:N,1.405,1.41,99,2.5903
AR,C:N,1.41,1.415,101,2.6426
AR,C:N,1.415,1.42,107,2.7996
AR,C:N,1.42,1.425,90,2.3548
AR,C:N,1.425,1.43,31,0.8111
AR,C:N,1.43,1.435,44,1.1512
AR,C:N,1.435,1.44,190,4.9712
AR,C:N,1.44,1.445,4,0.1047
AR,C:N,1.445,1.45,183,4.7881
AR,C:N,1.45,1.455,25,0.6541
AR,C:N,1.455,1.46,66,1.7268
AR,C:N,1.46,1.465,17,0.4448
AR,C:N,1.465,1.47,20,0.5233
AR,C:N,1.47,1.475,38,0.9942
AR,C:N,1.475,1.48,95,2.4856
AR,C:N,1.48,1.485,0,0.0
AR,C:N,1.485,1.49,78,2.0408
AR,C:N,1.49,1.495,1,0.0262
AR,C:N,1.495,1.5,6,0.157
AR,C:N,1.5,1.505,44,1.1512
AR,C:N,1.505,1.51,17,0.4448
AR,C:N,1.51,1.515,9,0.2355
AR,C:N,1.515,1.52,9,0.2355
AR,C:N,1.52,1.525,0,0.0
AR,C:N,1.525,1.53,23,0.6018
AR,C:N,1.53,1.535,8,0.2093
AR,C:N,1.535,1.54,13,0.3401
AR,C:N,1.54,1.545,3,0.0785
AR,C:N,1.545,1.55,0,0.0
AR,C:N,1.55,1.555,14,0.3663
AR,C:N,1.555,1.56,3,0.0785
AR,C:N,1.56,1.565,0,0.0
AR,C:N,1.565,1.57,5,0.1308
AR,C:N,1.57,1.575,2,0.0523
AR,C:N,1.575,1.58,0,0.0
AR,C:N,1.58,1.585,5,0.1308
AR,C:N,1.585,1.59,0,0.0
AR,C:N,1.59,1.595,0,0.0
AR,C:N,1.595,1.6,0,0.0
AR,C:N,1.6,1.605,1,0.0262
AR,C:N,1.605,1.61,2,0.0523
AR,C:N,1.61,1.615,0,0.0
AR,C:N,1.615,1.62,2,0.0523
AR,C:N,1.62,1.625,0,0.0
AR,C:N,1.625,1.63,0,0.0
AR,C:N,1.63,1.635,2,0.0523
AR,C:N,1.635,1.64,0,0.0
AR,C:N,1.64,1.645,0,0.0
AR,C:N,1.645,1.65,0,0.0
AR,C:N,1.65,1.655,0,0.0
AR,C:N,1.655,1.66,0,0.0
AR,C:N,1.66,1.665,0,0.0
AR,C:N,1.665,1.67,0,0.0
AR,C:N,1.67,1.675,0,0.0
AR,C:N,1.675,1.68,0,0.0
AR,C:N,1.68,1.685,0,0.0
AR,C:N,1.685,1.69,0,0.0
AR,C:N,1.69,inf,2,0.0523
Pocket2Mol,C-C,-inf,1.1,133,0.3324
Pocket2Mol,C-C,1.1,1.105,3,0.0075
Pocket2Mol,C-C,1.105,1.11,8,0.02
Pocket2Mol,C-C,1.11,1.115,13,0.0325
Pocket2Mol,C-C,1.115,1.12,16,0.04
Pocket2Mol,C-C,1.12,1.125,13,0.0325
Pocket2Mol,C-C,1.125,1.13,14,0.035
Pocket2Mol,C-C,1.13,1.135,6,0.015
Pocket2Mol,C-C,1.135,1.14,11,0.0275
Pocket2Mol,C-C,1.14,1.145,3,0.0075
Pocket2Mol,C-C,1.145,1.15,15,0.0375
Pocket2Mol,C-C,1.15,1.155,9,0.0225
Pocket2Mol,C-C,1.155,1.16,26,0.065
Pocket2Mol,C-C,1.16,1.165,18,0.045
Pocket2Mol,C-C,1.165,1.17,17,0.0425
Pocket2Mol,C-C,1.17,1.175,25,0.0625
Pocket2Mol,C-C,1.175,1.18,22,0.055
Pocket2Mol,C-C,1.18,1.185,25,0.0625
Pocket2Mol,C-C,1.185,1.19,24,0.06
Pocket2Mol,C-C,1.19,1.195,106,0.2649
Pocket2Mol,C-C,1.195,1.2,41,0.1025
Pocket2Mol,C-C,1.2,1.205,31,0.0775
Pocket2Mol,C-C,1.205,1.21,39,0.0975
Pocket2Mol,C-C,1.21,1.215,75,0.1875
Pocket2Mol,C-C,1.215,1.22,54,0.135
Pocket2Mol,C-C,1.22,1.225,44,0.11
Pocket2Mol,C-C,1.225,1.23,86,0.2149
Pocket2Mol,C-C,1.23,1.235,142,0.3549
Pocket2Mol,C-C,1.235,1.24,66,0.165
Pocket2Mol,C-C,1.24,1.245,141,0.3524
Pocket2Mol,C-C,1.245,1.25,130,0.3249
Pocket2Mol,C-C,1.25,1.255,108,0.2699
Pocket2Mol,C-C,1.255,1.26,93,0.2324
Pocket2Mol,C-C,1.26,1.265,152,0.3799
Pocket2Mol,C-C,1.265,1.27,150,0.3749
Pocket2Mol,C-C,1.27,1.275,121,0.3024
Pocket2Mol,C-C,1.275,1.28,150,0.3749
Pocket2Mol,C-C,1.28,1.285,164,0.4099
Pocket2Mol,C-C,1.285,1.29,154,0.3849
Pocket2Mol,C-C,1.29,1.295,204,0.5099
Pocket2Mol,C-C,1.295,1.3,220,0.5499
Pocket2Mol,C-C,1.3,1.305,184,0.4599
Pocket2Mol,C-C,1.305,1.31,245,0.6123
Pocket2Mol,C-C,1.31,1.315,295,0.7373
Pocket2Mol,C-C,1.315,1.32,319,0.7973
Pocket2Mol,C-C,1.32,1.325,281,0.7023
Pocket2Mol,C-C,1.325,1.33,320,0.7998
Pocket2Mol,C-C,1.33,1.335,419,1.0472
Pocket2Mol,C-C,1.335,1.34,354,0.8848
Pocket2Mol,C-C,1.34,1.345,492,1.2297
Pocket2Mol,C-C,1.345,1.35,345,0.8623
Pocket2Mol,C-C,1.35,1.355,385,0.9623
Pocket2Mol,C-C,1.355,1.36,492,1.2297
Pocket2Mol,C-C,1.36,1.365,563,1.4071
Pocket2Mol,C-C,1.365,1.37,541,1.3522
Pocket2Mol,C-C,1.37,1.375,712,1.7796
Pocket2Mol,C-C,1.375,1.38,592,1.4796
Pocket2Mol,C-C,1.38,1.385,727,1.817
Pocket2Mol,C-C,1.385,1.39,816,2.0395
Pocket2Mol,C-C,1.39,1.395,612,1.5296
Pocket2Mol,C-C,1.395,1.4,668,1.6696
Pocket2Mol,C-C,1.4,1.405,761,1.902
Pocket2Mol,C-C,1.405,1.41,928,2.3194
Pocket2Mol,C-C,1.41,1.415,775,1.937
Pocket2Mol,C-C,1.415,1.42,930,2.3244
Pocket2Mol,C-C,1.42,1.425,941,2.3519
Pocket2Mol,C-C,1.425,1.43,819,2.047
Pocket2Mol,C-C,1.43,1.435,824,2.0595
Pocket2Mol,C-C,1.435,1.44,934,2.3344
Pocket2Mol,C-C,1.44,1.445,1027,2.5669
Pocket2Mol,C-C,1.445,1.45,832,2.0795
Pocket2Mol,C-C,1.45,1.455,768,1.9195
Pocket2Mol,C-C,1.455,1.46,914,2.2844
Pocket2Mol,C-C,1.46,1.465,968,2.4194
Pocket2Mol,C-C,1.465,1.47,734,1.8345
Pocket2Mol,C-C,1.47,1.475,978,2.4444
Pocket2Mol,C-C,1.475,1.48,856,2.1395
Pocket2Mol,C-C,1.48,1.485,732,1.8295
Pocket2Mol,C-C,1.485,1.49,767,1.917
Pocket2Mol,C-C,1.49,1.495,747,1.867
Pocket2Mol,C-C,1.495,1.5,666,1.6646
Pocket2Mol,C-C,1.5,1.505,584,1.4596
Pocket2Mol,C-C,1.505,1.51,759,1.897
Pocket2Mol,C-C,1.51,1.515,659,1.6471
Pocket2Mol,C-C,1.515,1.52,589,1.4721
Pocket2Mol,C-C,1.52,1.525,555,1.3872
Pocket2Mol,C-C,1.525,1.53,536,1.3397
Pocket2Mol,C-C,1.53,1.535,481,1.2022
Pocket2Mol,C-C,1.535,1.54,495,1.2372
Pocket2Mol,C-C,1.54,1.545,421,1.0522
Pocket2Mol,C-C,1.545,1.55,435,1.0872
Pocket2Mol,C-C,1.55,1.555,386,0.9648
Pocket2Mol,C-C,1.555,1.56,444,1.1097
Pocket2Mol,C-C,1.56,1.565,317,0.7923
Pocket2Mol,C-C,1.565,1.57,339,0.8473
Pocket2Mol,C-C,1.57,1.575,226,0.5649
Pocket2Mol,C-C,1.575,1.58,265,0.6623
Pocket2Mol,C-C,1.58,1.585,231,0.5774
Pocket2Mol,C-C,1.585,1.59,240,0.5999
Pocket2Mol,C-C,1.59,1.595,191,0.4774
Pocket2Mol,C-C,1.595,1.6,160,0.3999
Pocket2Mol,C-C,1.6,1.605,140,0.3499
Pocket2Mol,C-C,1.605,1.61,206,0.5149
Pocket2Mol,C-C,1.61,1.615,148,0.3699
Pocket2Mol,C-C,1.615,1.62,98,0.2449
Pocket2Mol,C-C,1.62,1.625,125,0.3124
Pocket2Mol,C-C,1.625,1.63,117,0.2924
Pocket2Mol,C-C,1.63,1.635,89,0.2224
Pocket2Mol,C-C,1.635,1.64,79,0.1975
Pocket2Mol,C-C,1.64,1.645,70,0.175
Pocket2Mol,C-C,1.645,1.65,98,0.2449
Pocket2Mol,C-C,1.65,1.655,62,0.155
Pocket2Mol,C-C,1.655,1.66,49,0.1225
Pocket2Mol,C-C,1.66,1.665,32,0.08
Pocket2Mol,C-C,1.665,1.67,53,0.1325
Pocket2Mol,C-C,1.67,1.675,41,0.1025
Pocket2Mol,C-C,1.675,1.68,30,0.075
Pocket2Mol,C-C,1.68,1.685,63,0.1575
Pocket2Mol,C-C,1.685,1.69,59,0.1475
Pocket2Mol,C-C,1.69,inf,1003,2.5069
Pocket2Mol,C=C,-inf,1.1,46,0.7097
Pocket2Mol,C=C,1.1,1.105,1,0.0154
Pocket2Mol,C=C,1.105,1.11,3,0.0463
Pocket2Mol,C=C,1.11,1.115,31,0.4782
Pocket2Mol,C=C,1.115,1.12,8,0.1234
Pocket2Mol,C=C,1.12,1.125,3,0.0463
Pocket2Mol,C=C,1.125,1.13,13,0.2006
Pocket2Mol,C=C,1.13,1.135,2,0.0309
Pocket2Mol,C=C,1.135,1.14,7,0.108
Pocket2Mol,C=C,1.14,1.145,2,0.0309
Pocket2Mol,C=C,1.145,1.15,6,0.0926
Pocket2Mol,C=C,1.15,1.155,7,0.108
Pocket2Mol,C=C,1.155,1.16,15,0.2314
Pocket2Mol,C=C,1.16,1.165,7,0.108
Pocket2Mol,C=C,1.165,1.17,11,0.1697
Pocket2Mol,C=C,1.17,1.175,11,0.1697
Pocket2Mol,C=C,1.175,1.18,19,0.2931
Pocket2Mol,C=C,1.18,1.185,54,0.8331
Pocket2Mol,C=C,1.185,1.19,16,0.2468
Pocket2Mol,C=C,1.19,1.195,31,0.4782
Pocket2Mol,C=C,1.195,1.2,18,0.2777
Pocket2Mol,C=C,1.2,1.205,31,0.4782
Pocket2Mol,C=C,1.205,1.21,14,0.216
Pocket2Mol,C=C,1.21,1.215,26,0.4011
Pocket2Mol,C=C,1.215,1.22,65,1.0028
Pocket2Mol,C=C,1.22,1.225,13,0.2006
Pocket2Mol,C=C,1.225,1.23,35,0.54
Pocket2Mol,C=C,1.23,1.235,47,0.7251
Pocket2Mol,C=C,1.235,1.24,53,0.8176
Pocket2Mol,C=C,1.24,1.245,69,1.0645
Pocket2Mol,C=C,1.245,1.25,87,1.3422
Pocket2Mol,C=C,1.25,1.255,88,1.3576
Pocket2Mol,C=C,1.255,1.26,52,0.8022
Pocket2Mol,C=C,1.26,1.265,53,0.8176
Pocket2Mol,C=C,1.265,1.27,58,0.8948
Pocket2Mol,C=C,1.27,1.275,53,0.8176
Pocket2Mol,C=C,1.275,1.28,68,1.0491
Pocket2Mol,C=C,1.28,1.285,110,1.697
Pocket2Mol,C=C,1.285,1.29,53,0.8176
Pocket2Mol,C=C,1.29,1.295,84,1.2959
Pocket2Mol,C=C,1.295,1.3,70,1.0799
Pocket2Mol,C=C,1.3,1.305,127,1.9593
Pocket2Mol,C=C,1.305,1.31,79,1.2188
Pocket2Mol,C=C,1.31,1.315,79,1.2188
Pocket2Mol,C=C,1.315,1.32,96,1.481
Pocket2Mol,C=C,1.32,1.325,98,1.5119
Pocket2Mol,C=C,1.325,1.33,119,1.8359
Pocket2Mol,C=C,1.33,1.335,92,1.4193
Pocket2Mol,C=C,1.335,1.34,212,3.2706
Pocket2Mol,C=C,1.34,1.345,105,1.6199
Pocket2Mol,C=C,1.345,1.35,172,2.6535
Pocket2Mol,C=C,1.35,1.355,87,1.3422
Pocket2Mol,C=C,1.355,1.36,136,2.0981
Pocket2Mol,C=C,1.36,1.365,151,2.3295
Pocket2Mol,C=C,1.365,1.37,132,2.0364
Pocket2Mol,C=C,1.37,1.375,119,1.8359
Pocket2Mol,C=C,1.375,1.38,131,2.021
Pocket2Mol,C=C,1.38,1.385,148,2.2832
Pocket2Mol,C=C,1.385,1.39,180,2.7769
Pocket2Mol,C=C,1.39,1.395,203,3.1317
Pocket2Mol,C=C,1.395,1.4,150,2.3141
Pocket2Mol,C=C,1.4,1.405,206,3.178
Pocket2Mol,C=C,1.405,1.41,127,1.9593
Pocket2Mol,C=C,1.41,1.415,106,1.6353
Pocket2Mol,C=C,1.415,1.42,89,1.373
Pocket2Mol,C=C,1.42,1.425,101,1.5582
Pocket2Mol,C=C,1.425,1.43,97,1.4965
Pocket2Mol,C=C,1.43,1.435,62,0.9565
Pocket2Mol,C=C,1.435,1.44,103,1.589
Pocket2Mol,C=C,1.44,1.445,110,1.697
Pocket2Mol,C=C,1.445,1.45,94,1.4502
Pocket2Mol,C=C,1.45,1.455,103,1.589
Pocket2Mol,C=C,1.455,1.46,129,1.9901
Pocket2Mol,C=C,1.46,1.465,51,0.7868
Pocket2Mol,C=C,1.465,1.47,87,1.3422
Pocket2Mol,C=C,1.47,1.475,50,0.7714
Pocket2Mol,C=C,1.475,1.48,57,0.8794
Pocket2Mol,C=C,1.48,1.485,46,0.7097
Pocket2Mol,C=C,1.485,1.49,51,0.7868
Pocket2Mol,C=C,1.49,1.495,67,1.0336
Pocket2Mol,C=C,1.495,1.5,75,1.1571
Pocket2Mol,C=C,1.5,1.505,53,0.8176
Pocket2Mol,C=C,1.505,1.51,87,1.3422
Pocket2Mol,C=C,1.51,1.515,30,0.4628
Pocket2Mol,C=C,1.515,1.52,42,0.6479
Pocket2Mol,C=C,1.52,1.525,22,0.3394
Pocket2Mol,C=C,1.525,1.53,31,0.4782
Pocket2Mol,C=C,1.53,1.535,41,0.6325
Pocket2Mol,C=C,1.535,1.54,22,0.3394
Pocket2Mol,C=C,1.54,1.545,9,0.1388
Pocket2Mol,C=C,1.545,1.55,18,0.2777
Pocket2Mol,C=C,1.55,1.555,8,0.1234
Pocket2Mol,C=C,1.555,1.56,8,0.1234
Pocket2Mol,C=C,1.56,1.565,11,0.1697
Pocket2Mol,C=C,1.565,1.57,13,0.2006
Pocket2Mol,C=C,1.57,1.575,8,0.1234
Pocket2Mol,C=C,1.575,1.58,8,0.1234
Pocket2Mol,C=C,1.58,1.585,13,0.2006
Pocket2Mol,C=C,1.585,1.59,9,0.1388
Pocket2Mol,C=C,1.59,1.595,8,0.1234
Pocket2Mol,C=C,1.595,1.6,5,0.0771
Pocket2Mol,C=C,1.6,1.605,7,0.108
Pocket2Mol,C=C,1.605,1.61,5,0.0771
Pocket2Mol,C=C,1.61,1.615,9,0.1388
Pocket2Mol,C=C,1.615,1.62,5,0.0771
Pocket2Mol,C=C,1.62,1.625,2,0.0309
Pocket2Mol,C=C,1.625,1.63,3,0.0463
Pocket2Mol,C=C,1.63,1.635,1,0.0154
Pocket2Mol,C=C,1.635,1.64,2,0.0309
Pocket2Mol,C=C,1.64,1.645,22,0.3394
Pocket2Mol,C=C,1.645,1.65,4,0.0617
Pocket2Mol,C=C,1.65,1.655,5,0.0771
Pocket2Mol,C=C,1.655,1.66,7,0.108
Pocket2Mol,C=C,1.66,1.665,2,0.0309
Pocket2Mol,C=C,1.665,1.67,4,0.0617
Pocket2Mol,C=C,1.67,1.675,1,0.0154
Pocket2Mol,C=C,1.675,1.68,2,0.0309
Pocket2Mol,C=C,1.68,1.685,19,0.2931
Pocket2Mol,C=C,1.685,1.69,3,0.0463
Pocket2Mol,C=C,1.69,inf,66,1.0182
Pocket2Mol,C-N,-inf,1.1,92,0.5273
Pocket2Mol,C-N,1.1,1.105,6,0.0344
Pocket2Mol,C-N,1.105,1.11,0,0.0
Pocket2Mol,C-N,1.11,1.115,11,0.063
Pocket2Mol,C-N,1.115,1.12,8,0.0459
Pocket2Mol,C-N,1.12,1.125,11,0.063
Pocket2Mol,C-N,1.125,1.13,4,0.0229
Pocket2Mol,C-N,1.13,1.135,19,0.1089
Pocket2Mol,C-N,1.135,1.14,6,0.0344
Pocket2Mol,C-N,1.14,1.145,6,0.0344
Pocket2Mol,C-N,1.145,1.15,25,0.1433
Pocket2Mol,C-N,1.15,1.155,12,0.0688
Pocket2Mol,C-N,1.155,1.16,15,0.086
Pocket2Mol,C-N,1.16,1.165,55,0.3152
Pocket2Mol,C-N,1.165,1.17,21,0.1204
Pocket2Mol,C-N,1.17,1.175,26,0.149
Pocket2Mol,C-N,1.175,1.18,50,0.2866
Pocket2Mol,C-N,1.18,1.185,39,0.2235
Pocket2Mol,C-N,1.185,1.19,41,0.235
Pocket2Mol,C-N,1.19,1.195,32,0.1834
Pocket2Mol,C-N,1.195,1.2,18,0.1032
Pocket2Mol,C-N,1.2,1.205,35,0.2006
Pocket2Mol,C-N,1.205,1.21,68,0.3898
Pocket2Mol,C-N,1.21,1.215,27,0.1548
Pocket2Mol,C-N,1.215,1.22,47,0.2694
Pocket2Mol,C-N,1.22,1.225,51,0.2923
Pocket2Mol,C-N,1.225,1.23,75,0.4299
Pocket2Mol,C-N,1.23,1.235,63,0.3611
Pocket2Mol,C-N,1.235,1.24,104,0.5961
Pocket2Mol,C-N,1.24,1.245,97,0.556
Pocket2Mol,C-N,1.245,1.25,97,0.556
Pocket2Mol,C-N,1.25,1.255,109,0.6247
Pocket2Mol,C-N,1.255,1.26,108,0.619
Pocket2Mol,C-N,1.26,1.265,80,0.4585
Pocket2Mol,C-N,1.265,1.27,140,0.8024
Pocket2Mol,C-N,1.27,1.275,152,0.8712
Pocket2Mol,C-N,1.275,1.28,149,0.854
Pocket2Mol,C-N,1.28,1.285,140,0.8024
Pocket2Mol,C-N,1.285,1.29,274,1.5705
Pocket2Mol,C-N,1.29,1.295,224,1.2839
Pocket2Mol,C-N,1.295,1.3,222,1.2724
Pocket2Mol,C-N,1.3,1.305,279,1.5991
Pocket2Mol,C-N,1.305,1.31,245,1.4043
Pocket2Mol,C-N,1.31,1.315,195,1.1177
Pocket2Mol,C-N,1.315,1.32,213,1.2208
Pocket2Mol,C-N,1.32,1.325,394,2.2583
Pocket2Mol,C-N,1.325,1.33,226,1.2954
Pocket2Mol,C-N,1.33,1.335,286,1.6393
Pocket2Mol,C-N,1.335,1.34,326,1.8685
Pocket2Mol,C-N,1.34,1.345,323,1.8513
Pocket2Mol,C-N,1.345,1.35,309,1.7711
Pocket2Mol,C-N,1.35,1.355,392,2.2468
Pocket2Mol,C-N,1.355,1.36,387,2.2181
Pocket2Mol,C-N,1.36,1.365,347,1.9889
Pocket2Mol,C-N,1.365,1.37,470,2.6939
Pocket2Mol,C-N,1.37,1.375,359,2.0577
Pocket2Mol,C-N,1.375,1.38,389,2.2296
Pocket2Mol,C-N,1.38,1.385,356,2.0405
Pocket2Mol,C-N,1.385,1.39,409,2.3442
Pocket2Mol,C-N,1.39,1.395,400,2.2927
Pocket2Mol,C-N,1.395,1.4,455,2.6079
Pocket2Mol,C-N,1.4,1.405,287,1.645
Pocket2Mol,C-N,1.405,1.41,465,2.6652
Pocket2Mol,C-N,1.41,1.415,425,2.4359
Pocket2Mol,C-N,1.415,1.42,478,2.7397
Pocket2Mol,C-N,1.42,1.425,377,2.1608
Pocket2Mol,C-N,1.425,1.43,349,2.0003
Pocket2Mol,C-N,1.43,1.435,281,1.6106
Pocket2Mol,C-N,1.435,1.44,347,1.9889
Pocket2Mol,C-N,1.44,1.445,417,2.3901
Pocket2Mol,C-N,1.445,1.45,334,1.9144
Pocket2Mol,C-N,1.45,1.455,308,1.7653
Pocket2Mol,C-N,1.455,1.46,298,1.708
Pocket2Mol,C-N,1.46,1.465,256,1.4673
Pocket2Mol,C-N,1.465,1.47,267,1.5303
Pocket2Mol,C-N,1.47,1.475,289,1.6564
Pocket2Mol,C-N,1.475,1.48,303,1.7367
Pocket2Mol,C-N,1.48,1.485,163,0.9343
Pocket2Mol,C-N,1.485,1.49,183,1.0489
Pocket2Mol,C-N,1.49,1.495,229,1.3125
Pocket2Mol,C-N,1.495,1.5,170,0.9744
Pocket2Mol,C-N,1.5,1.505,137,0.7852
Pocket2Mol,C-N,1.505,1.51,99,0.5674
Pocket2Mol,C-N,1.51,1.515,148,0.8483
Pocket2Mol,C-N,1.515,1.52,113,0.6477
Pocket2Mol,C-N,1.52,1.525,130,0.7451
Pocket2Mol,C-N,1.525,1.53,136,0.7795
Pocket2Mol,C-N,1.53,1.535,85,0.4872
Pocket2Mol,C-N,1.535,1.54,68,0.3898
Pocket2Mol,C-N,1.54,1.545,57,0.3267
Pocket2Mol,C-N,1.545,1.55,64,0.3668
Pocket2Mol,C-N,1.55,1.555,38,0.2178
Pocket2Mol,C-N,1.555,1.56,44,0.2522
Pocket2Mol,C-N,1.56,1.565,40,0.2293
Pocket2Mol,C-N,1.565,1.57,53,0.3038
Pocket2Mol,C-N,1.57,1.575,37,0.2121
Pocket2Mol,C-N,1.575,1.58,45,0.2579
Pocket2Mol,C-N,1.58,1.585,21,0.1204
Pocket2Mol,C-N,1.585,1.59,40,0.2293
Pocket2Mol,C-N,1.59,1.595,23,0.1318
Pocket2Mol,C-N,1.595,1.6,18,0.1032
Pocket2Mol,C-N,1.6,1.605,15,0.086
Pocket2Mol,C-N,1.605,1.61,8,0.0459
Pocket2Mol,C-N,1.61,1.615,20,0.1146
Pocket2Mol,C-N,1.615,1.62,37,0.2121
Pocket2Mol,C-N,1.62,1.625,6,0.0344
Pocket2Mol,C-N,1.625,1.63,7,0.0401
Pocket2Mol,C-N,1.63,1.635,9,0.0516
Pocket2Mol,C-N,1.635,1.64,9,0.0516
