plinder_pdb	plinder_chain	cohort_pdb	cohort_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
5uvu	5uvu_A	4z93	4z93__chain0	98.1	99.1	94.5	106	107	110	8.59e-74	209.0
5uvv	5uvv_A	4z93	4z93__chain0	98.1	97.2	94.5	106	109	110	9.33e-74	209.0
5uvw	5uvw_A	5d25	5d25__chain0	100.0	100.0	87.9	109	109	124	7.28e-83	233.0
5uvx	5uvx_A	4z93	4z93__chain0	98.1	98.1	94.5	106	108	110	8.95e-74	209.0
5uvy	5uvy_A	4z93	4z93__chain0	98.1	97.2	94.5	106	109	110	9.33e-74	209.0
5uvz	5uvz_A	4z93	4z93__chain0	98.1	97.2	94.5	106	109	110	9.33e-74	209.0
5uy6	5uy6_A	4uj1	4uj1__chain0	32.6	97.9	76.3	282	282	337	2.35e-39	135.0
5uyj	5uyj_A	4uj1	4uj1__chain0	32.9	97.5	76.3	280	281	337	8.32e-40	136.0
5v39	5v39_A	5jy3	5jy3__chain0	36.1	77.3	82.5	194	251	228	5.26e-37	125.0
5v60	5v60_A	2ojj	2ojj__chain0	100.0	98.6	100.0	344	349	344	8.41e-262	704.0
5v61	5v61_A	2ojj	2ojj__chain0	100.0	98.3	100.0	344	350	344	8.75e-262	704.0
5v62	5v62_A	2ojj	2ojj__chain0	100.0	98.0	100.0	344	351	344	1.29e-261	704.0
5v67	5v67_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
5v80	5v80_A	1xws	1xws__chain0	100.0	100.0	100.0	273	273	273	2.17e-211	570.0
5v8t	5v8t_A	4jfk	4jfk__chain0	46.5	59.2	96.9	127	191	128	6.94e-28	97.1
5val	5val_B	5ia1	5ia1__chain0	33.9	98.4	95.0	254	254	261	3.65e-40	134.0
5vam	5vam_B	6o95	6o95__chain0	32.8	89.6	85.9	256	260	291	1.03e-31	113.0
5van	5van_B	1q72	1q72__chain1	54.8	100.0	54.1	124	122	220	1.89e-37	121.0
5vbo	5vbo_A	5dlx	5dlx__chain0	100.0	100.0	100.0	125	125	125	3.18e-95	265.0
5vbp	5vbp_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
5vbq	5vbq_A	5ula	5ula__chain0	78.6	92.0	86.6	103	112	119	1.91e-62	181.0
5vbr	5vbr_B	5ula	5ula__chain0	78.6	94.5	86.6	103	109	119	1.69e-62	181.0
5vd4	5vd4_A	5vc4	5vc4__chain0	100.0	100.0	100.0	261	261	261	4.16e-194	526.0
5vd5	5vd5_A	5vd2	5vd2__chain0	100.0	99.2	100.0	258	260	258	4.8700000000000006e-192	520.0
5vd7	5vd7_A	5vc4	5vc4__chain0	100.0	100.0	100.0	261	261	261	4.16e-194	526.0
5vd8	5vd8_A	5vd2	5vd2__chain0	100.0	99.2	100.0	258	260	258	4.8700000000000006e-192	520.0
5vd9	5vd9_A	5vd2	5vd2__chain0	100.0	98.9	100.0	258	261	258	3.5700000000000005e-192	521.0
5vda	5vda_A	5vd2	5vd2__chain0	99.6	99.2	100.0	258	259	258	1.29e-189	514.0
5ved	5ved_A	6nfy	6nfy__chain1	39.0	90.0	93.7	267	290	285	2.71e-57	181.0
5vef	5vef_A	6nfy	6nfy__chain1	39.0	90.0	93.7	267	290	285	2.71e-57	181.0
5vfi	5vfi_A	4m0y	4m0y__chain0	58.5	95.9	98.9	260	271	263	7.57e-117	331.0
5vhb	5vhb_A	1q8t	1q8t__chain0	97.9	100.0	97.7	333	328	341	2.2e-244	659.0
5vi9	5vi9_A	1q8t	1q8t__chain0	90.8	100.0	98.8	337	307	341	3.5500000000000003e-224	607.0
5vib	5vib_A	1q8t	1q8t__chain0	96.2	99.7	93.0	317	309	341	5.95e-228	617.0
5vk2	5vk2_L	2yk1	2yk1__chain1	71.0	97.2	99.5	207	212	188	5e-92	263.0
5vlo	5vlo_B	5aut	5aut__chain0	35.7	89.1	96.0	266	293	274	2.71e-55	175.0
5vnw	5vnw_C	1q72	1q72__chain1	58.7	98.3	55.0	121	120	220	7.21e-45	140.0
5vof	5vof_L	1ezq	1ezq__chain1	100.0	100.0	100.0	51	51	51	7.57e-40	119.0
5vqk	5vqk_A	5vb5	5vb5__chain0	98.8	100.0	100.0	259	256	259	7.979999999999999e-188	509.0
5vql	5vql_A	5vb5	5vb5__chain0	100.0	100.0	100.0	259	259	259	1.69e-192	521.0
5vs7	5vs7_A	5i7y	5i7y__chain0	42.5	73.1	86.1	87	119	101	2.64e-20	74.3
5vta	5vta_L	1i7z	1i7z__chain0	79.8	99.5	97.3	213	208	219	1.5e-113	318.0
5vua	5vua_B	1xws	1xws__chain0	100.0	100.0	98.9	270	270	273	1.51e-208	563.0
5vub	5vub_B	1xws	1xws__chain0	100.0	100.0	98.9	270	270	273	1.51e-208	563.0
5vuc	5vuc_B	1xws	1xws__chain0	100.0	100.0	98.9	270	270	273	1.51e-208	563.0
5vvu	5vvu_A	2xpk	2xpk__chain0	31.1	82.8	60.5	366	424	585	3.72e-48	168.0
5vvv	5vvv_A	2xpk	2xpk__chain0	31.1	84.4	60.5	366	416	585	3.0799999999999996e-48	168.0
5vzs	5vzs_A	5i80	5i80__chain0	100.0	99.2	100.0	126	127	126	3.57e-95	265.0
5w24	5w24_L	1q72	1q72__chain0	73.6	100.0	99.1	216	215	218	1.28e-111	313.0
5w26	5w26_A	5nze	5nze__chain0	49.3	97.7	97.4	381	388	387	1.96e-130	375.0
5w2u	5w2u_A	5nze	5nze__chain0	49.3	97.7	97.4	381	388	387	1.96e-130	375.0
5w2w	5w2w_A	5nze	5nze__chain0	49.3	97.7	97.4	381	388	387	1.96e-130	375.0
5w2y	5w2y_A	5nze	5nze__chain0	49.3	97.7	97.4	381	388	387	1.96e-130	375.0
5w55	5w55_A	5wa5	5wa5__chain0	100.0	100.0	98.4	123	123	125	6.899999999999999e-94	261.0
5w5q	5w5q_A	6nfy	6nfy__chain1	45.2	92.4	93.3	272	291	285	5.71e-77	231.0
5w80	5w80_A	5aut	5aut__chain0	38.4	57.6	96.4	268	453	274	5.0299999999999994e-54	177.0
5w8k	5w8k_B	4aj4	4aj4__chain1	94.5	99.4	99.7	329	331	330	7.069999999999999e-230	622.0
5w8l	5w8l_A	4aj4	4aj4__chain1	94.5	99.4	99.7	329	331	330	7.069999999999999e-230	622.0
5w8r	5w8r_A	5aut	5aut__chain0	38.4	57.2	96.4	268	456	274	5.39e-54	177.0
5w91	5w91_A	5aut	5aut__chain0	38.4	57.9	96.4	268	451	274	3.43e-54	177.0
5w9c	5w9c_A	4k4j	4k4j__chain0	31.7	97.9	99.1	230	233	214	3.17e-22	85.9
5w9d	5w9d_A	4k4j	4k4j__chain0	30.9	95.9	99.1	233	242	214	1.46e-21	84.3
5w9e	5w9e_A	5aut	5aut__chain0	38.4	57.9	96.4	268	451	274	4.8099999999999994e-54	177.0
5w9r	5w9r_A	5aut	5aut__chain0	38.4	58.7	96.4	268	445	274	4.1899999999999997e-54	177.0
5wil	5wil_A	5wij	5wij__chain0	100.0	100.0	100.0	274	274	274	2.7400000000000002e-210	568.0
5wim	5wim_A	5wij	5wij__chain0	100.0	100.0	100.0	274	274	274	2.7400000000000002e-210	568.0
5wlr	5wlr_A	4qy3	4qy3__chain0	97.3	100.0	100.0	257	257	257	2.6100000000000002e-195	528.0
5wlu	5wlu_A	4qy3	4qy3__chain0	97.3	100.0	100.0	257	257	257	2.6100000000000002e-195	528.0
5wma	5wma_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
5wmd	5wmd_A	5wmg	5wmg__chain0	100.0	100.0	100.0	127	127	127	1.56e-96	268.0
5wne	5wne_C	4uj1	4uj1__chain0	38.2	75.8	86.6	296	384	337	1.2900000000000001e-66	209.0
5wnf	5wnf_C	4uj1	4uj1__chain0	38.6	75.9	87.2	298	386	337	3.15e-68	214.0
5wng	5wng_C	4uj1	4uj1__chain0	38.6	75.7	87.2	298	387	337	2.3e-68	214.0
5wnh	5wnh_C	4uj1	4uj1__chain0	38.3	75.5	87.2	298	388	337	1.32e-67	212.0
5wnj	5wnj_A	5ia1	5ia1__chain0	31.7	89.8	86.2	246	264	261	1.48e-23	91.3
5wnk	5wnk_A	5ia1	5ia1__chain0	31.7	90.1	86.2	246	263	261	1.4499999999999998e-23	91.3
5wnl	5wnl_A	5ia1	5ia1__chain0	30.7	90.5	87.4	244	262	261	7.2999999999999995e-25	94.7
5wnm	5wnm_A	5ia1	5ia1__chain0	31.8	89.7	86.2	245	263	261	1.0399999999999998e-23	91.7
5wp1	5wp1_A	2ojj	2ojj__chain0	100.0	100.0	99.7	343	343	344	3.8099999999999998e-261	702.0
5wrq	5wrq_A	3gjw	3gjw__chain0	99.7	99.4	100.0	350	351	350	6.520000000000001e-252	679.0
5wry	5wry_B	3gjw	3gjw__chain0	100.0	99.4	100.0	350	352	350	3.5099999999999996e-254	685.0
5wrz	5wrz_A	3gjw	3gjw__chain0	99.7	99.4	100.0	350	351	350	6.520000000000001e-252	679.0
5ws0	5ws0_A	3gjw	3gjw__chain0	99.7	99.4	100.0	350	351	350	6.520000000000001e-252	679.0
5ws1	5ws1_A	3gjw	3gjw__chain0	99.7	99.4	100.0	350	351	350	6.520000000000001e-252	679.0
5ws7	5ws7_A	4c9x	4c9x__chain0	98.7	98.7	100.0	154	156	154	7.5e-113	311.0
5wtc	5wtc_A	3gjw	3gjw__chain0	99.7	99.4	100.0	350	351	350	6.520000000000001e-252	679.0
5wxt	5wxt_U	5za8	5za8__chain0	99.6	100.0	100.0	245	245	245	2.83e-193	522.0
5wzt	5wzt_A	4qem	4qem__chain0	50.4	95.9	96.7	119	123	121	5.599999999999999e-42	130.0
5wzw	5wzw_A	4qem	4qem__chain0	50.4	95.9	96.7	119	123	121	5.599999999999999e-42	130.0
5wzx	5wzx_A	5jy3	5jy3__chain0	37.4	84.3	82.0	187	210	228	3.07e-37	124.0
5x0r	5x0r_B	5jy3	5jy3__chain0	31.3	71.2	82.5	195	257	228	2.61e-21	84.3
5x2a	5x2a_A	5hcy	5hcy__chain0	98.6	96.3	94.0	286	297	302	1.38e-209	568.0
5x2c	5x2c_A	5cap	5cap__chain0	96.7	100.0	97.7	304	304	303	2.1600000000000002e-215	583.0
5x2f	5x2f_C	5cap	5cap__chain0	97.0	100.0	97.4	302	302	303	4.0300000000000004e-215	582.0
5x2k	5x2k_A	5caq	5caq__chain0	94.6	99.0	100.0	314	314	301	6.06e-215	582.0
5x2m	5x2m_K	1q72	1q72__chain0	73.6	99.5	99.1	216	216	218	1.33e-111	313.0
5x2n	5x2n_L	1q72	1q72__chain0	73.6	99.5	99.1	216	216	218	1.33e-111	313.0
5x2o	5x2o_L	1q72	1q72__chain0	73.6	99.5	99.1	216	216	218	1.33e-111	313.0
5x2p	5x2p_K	1q72	1q72__chain0	73.6	99.5	99.1	216	216	218	1.33e-111	313.0
5x8q	5x8q_A	5vb5	5vb5__chain0	99.1	100.0	88.0	228	228	259	1.61e-166	454.0
5x8s	5x8s_A	5vb5	5vb5__chain0	100.0	99.1	90.0	233	235	259	9.909999999999999e-172	468.0
5x8x	5x8x_A	5vb5	5vb5__chain0	99.1	100.0	88.0	228	228	259	1.61e-166	454.0
5xd6	5xd6_B	6o94	6o94__chain0	35.5	95.4	96.6	296	282	292	1.5099999999999998e-45	150.0
5xez	5xez_D	1i7z	1i7z__chain0	79.9	100.0	100.0	219	214	219	4.63e-121	337.0
5xf1	5xf1_D	1i7z	1i7z__chain0	79.9	100.0	100.0	219	214	219	4.63e-121	337.0
5xgm	5xgm_A	5c8n	5c8n__chain0	95.0	100.0	100.0	300	288	300	8.2e-206	558.0
5xgn	5xgn_A	3ug2	3ug2__chain0	94.5	99.3	100.0	307	302	299	2.6200000000000003e-210	570.0
5xhy	5xhy_A	5d25	5d25__chain0	100.0	100.0	100.0	124	124	124	8.45e-95	263.0
5xi2	5xi2_A	5d25	5d25__chain0	100.0	100.0	100.0	124	124	124	8.45e-95	263.0
5xi3	5xi3_A	5d25	5d25__chain0	100.0	100.0	100.0	124	124	124	8.45e-95	263.0
5xi4	5xi4_A	5d25	5d25__chain0	100.0	100.0	100.0	124	124	124	8.45e-95	263.0
5xp5	5xp5_A	3gvu	3gvu__chain0	51.6	92.9	93.0	252	267	271	8.15e-83	244.0
5xqd	5xqd_A	4cwn	4cwn__chain0	100.0	100.0	100.0	207	207	207	5.69e-147	402.0
5xqe	5xqe_A	2xdl	2xdl__chain0	100.0	100.0	100.0	208	208	208	3.04e-147	403.0
5xqw	5xqw_L	1q72	1q72__chain0	68.1	100.0	99.1	216	211	218	1.21e-101	288.0
5xr5	5xr5_A	2xdl	2xdl__chain0	100.0	100.0	100.0	208	208	208	3.04e-147	403.0
5xr9	5xr9_A	2xdl	2xdl__chain0	100.0	100.0	100.0	208	208	208	3.04e-147	403.0
5xrb	5xrb_A	4cwn	4cwn__chain0	100.0	100.0	100.0	207	207	207	5.69e-147	402.0
5xrd	5xrd_A	4fcq	4fcq__chain0	100.0	100.0	100.0	208	208	208	7.480000000000001e-148	404.0
5xre	5xre_A	2xdl	2xdl__chain0	100.0	100.0	100.0	208	208	208	3.04e-147	403.0
5xuq	5xuq_A	4rak	4rak__chain0	35.4	81.0	78.0	189	231	236	2.38e-34	118.0
5xw1	5xw1_B	4abg	4abg__chain0	83.7	100.0	44.1	98	98	222	1.19e-62	184.0
5xw8	5xw8_B	4abg	4abg__chain0	83.7	100.0	44.1	98	98	222	1.19e-62	184.0
5xw9	5xw9_B	4abg	4abg__chain0	83.7	100.0	44.1	98	98	222	1.19e-62	184.0
5xwa	5xwa_B	4abg	4abg__chain0	83.7	100.0	44.1	98	98	222	1.19e-62	184.0
5xwj	5xwj_A	1c5s	1c5s__chain0	82.1	100.0	100.0	223	223	223	2.5199999999999998e-142	392.0
5xxh	5xxh_A	5j0d	5j0d__chain0	100.0	100.0	100.0	117	117	117	7.16e-86	240.0
5xy1	5xy1_A	5hu9	5hu9__chain0	47.6	98.8	95.5	254	253	266	2.24e-85	250.0
5xzf	5xzf_A	5jy3	5jy3__chain0	35.2	81.9	82.5	196	237	228	3.2599999999999997e-34	117.0
5xzh	5xzh_A	5jy3	5jy3__chain0	35.2	81.2	82.5	196	239	228	3.45e-34	117.0
5y07	5y07_B	6hgr	6hgr__chain1	39.9	98.3	98.9	178	178	178	2.63e-44	140.0
5y0v	5y0v_A	3ozp	3ozp__chain0	99.7	100.0	100.0	572	572	572	0.0	1194.0
5y1b	5y1b_A	3ozp	3ozp__chain0	99.7	100.0	100.0	572	572	572	0.0	1196.0
5y1j	5y1j_A	5jy3	5jy3__chain0	37.1	83.2	85.1	194	226	228	1.63e-38	128.0
5y2o	5y2o_A	5jy3	5jy3__chain0	31.4	70.6	80.3	194	262	228	1.08e-21	85.5
5y2q	5y2q_D	3u8j	3u8j__chain2	100.0	100.0	99.5	203	203	204	9.51e-151	411.0
5y2t	5y2t_B	5jy3	5jy3__chain0	31.4	70.3	80.3	194	263	228	7.89e-22	85.9
5y3n	5y3n_A	6eya	6eya__chain0	38.6	38.8	96.1	197	438	203	7.73e-39	134.0
5y44	5y44_A	5jy3	5jy3__chain0	36.6	83.0	85.1	194	224	228	6.66e-37	124.0
5y7x	5y7x_A	4k4j	4k4j__chain0	31.9	67.8	83.2	182	258	214	7.01e-17	72.0
5y9m	5y9m_A	3pe1	3pe1__chain0	86.0	99.7	98.5	322	320	327	8.23e-214	581.0
5ybf	5ybf_A	2al5	2al5__chain0	99.6	99.6	100.0	260	261	260	3.85e-192	521.0
5ybg	5ybg_E	4igt	4igt__chain0	99.6	99.6	99.2	261	262	263	1.1e-192	522.0
5ycn	5ycn_A	5jy3	5jy3__chain0	31.4	70.3	80.3	194	263	228	1.1e-21	85.5
5ycp	5ycp_A	5jy3	5jy3__chain0	31.4	70.3	80.3	194	263	228	1.1e-21	85.5
5yf9	5yf9_X	3pe1	3pe1__chain0	85.4	99.4	98.5	322	319	327	3.08e-211	574.0
5ygx	5ygx_A	3udh	3udh__chain0	99.5	99.5	96.7	381	381	394	2.57e-288	775.0
5ygy	5ygy_A	5i3w	5i3w__chain0	100.0	98.7	99.7	376	381	377	6.6900000000000005e-289	775.0
5yhl	5yhl_L	1q72	1q72__chain0	72.0	99.5	100.0	218	214	218	1.06e-112	316.0
5yig	5yig_B	4duh	4duh__chain0	50.5	96.4	100.0	198	194	195	1.63e-53	164.0
5you	5you_A	5d25	5d25__chain0	100.0	100.0	99.2	123	123	124	4.6999999999999995e-94	261.0
5ysy	5ysy_A	5jy3	5jy3__chain0	36.1	76.1	82.5	194	255	228	8.29e-37	125.0
5yt2	5yt2_A	5jy3	5jy3__chain0	36.1	76.1	82.5	194	255	228	8.29e-37	125.0
5yt3	5yt3_D	6nfy	6nfy__chain1	32.0	85.1	91.9	272	309	285	2.7799999999999997e-40	137.0
5yta	5yta_A	4aj4	4aj4__chain1	75.1	99.1	99.4	329	332	330	4.709999999999999e-187	514.0
5yv8	5yv8_A	4uj1	4uj1__chain0	34.5	98.1	76.3	267	260	337	1.6599999999999999e-40	137.0
5yv9	5yv9_A	4uj1	4uj1__chain0	34.5	98.1	76.3	267	260	337	1.6599999999999999e-40	137.0
5yva	5yva_A	4uj1	4uj1__chain0	34.5	98.1	76.3	267	260	337	1.6599999999999999e-40	137.0
5yvb	5yvb_A	4uj1	4uj1__chain0	34.5	98.1	76.3	267	260	337	1.6599999999999999e-40	137.0
5yvc	5yvc_A	4uj1	4uj1__chain0	34.5	98.1	76.3	267	260	337	1.6599999999999999e-40	137.0
5yw5	5yw5_A	6hgr	6hgr__chain1	45.4	97.2	97.8	174	178	178	1.62e-45	143.0
5ywm	5ywm_X	3pe1	3pe1__chain0	84.2	99.7	98.5	322	313	327	2.12e-205	559.0
5yxb	5yxb_A	5jy3	5jy3__chain0	36.6	85.2	85.1	194	223	228	1.16e-37	126.0
5yxd	5yxd_A	5jy3	5jy3__chain0	36.6	83.0	85.1	194	229	228	3.9e-37	125.0
5yxj	5yxj_A	5jy3	5jy3__chain0	36.6	83.1	85.1	194	225	228	1.74e-37	125.0
5yxl	5yxl_A	5jy3	5jy3__chain0	36.6	83.6	85.1	194	220	228	2.1100000000000003e-37	125.0
5z02	5z02_A	4erf	4erf__chain0	100.0	98.9	94.6	87	88	92	5.9099999999999994e-61	175.0
5z0s	5z0s_A	3gvu	3gvu__chain0	42.5	93.3	91.5	266	285	271	2.0899999999999999e-69	211.0
5z12	5z12_B	4k4j	4k4j__chain0	98.6	100.0	100.0	217	217	214	9.12e-155	422.0
5z5s	5z5s_A	5jy3	5jy3__chain0	31.4	71.2	80.3	194	260	228	1.4400000000000001e-21	85.1
5z5t	5z5t_A	5d25	5d25__chain0	100.0	100.0	100.0	124	124	124	8.45e-95	263.0
5z6f	5z6f_A	2d0k	2d0k__chain0	96.2	98.8	99.4	158	160	159	3.14e-114	315.0
5z6j	5z6j_A	2d0k	2d0k__chain0	96.2	98.8	99.4	158	160	159	3.14e-114	315.0
5z6k	5z6k_A	2d0k	2d0k__chain0	96.2	98.8	99.4	158	160	159	3.14e-114	315.0
5z6s	5z6s_A	5jy3	5jy3__chain0	31.4	71.2	80.3	194	260	228	1.4400000000000001e-21	85.1
5z79	5z79_F	4nl1	4nl1__chain0	31.9	48.4	89.7	276	566	273	1.05e-33	124.0
5z8g	5z8g_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
5z8r	5z8r_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
5z8z	5z8z_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
5z90	5z90_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
5z9b	5z9b_A	4duh	4duh__chain0	95.4	99.5	99.5	194	186	195	9.33e-131	360.0
5z9f	5z9f_B	4duh	4duh__chain0	94.8	98.4	99.5	194	187	195	3.2500000000000004e-129	356.0
5z9k	5z9k_A	5d25	5d25__chain0	100.0	100.0	99.2	123	123	124	6.68e-94	261.0
5z9l	5z9l_A	4duh	4duh__chain0	94.8	98.9	99.5	194	186	195	6.3e-129	355.0
5z9m	5z9m_B	4duh	4duh__chain0	95.4	98.4	99.5	194	188	195	7.13e-131	360.0
5z9p	5z9p_A	4duh	4duh__chain0	50.5	96.8	100.0	198	188	195	3.29e-59	179.0
5z9q	5z9q_B	4duh	4duh__chain0	93.8	97.8	99.5	194	186	195	1.42e-125	347.0
5zan	5zan_A	5os2	5os2__chain0	99.6	100.0	99.2	259	258	261	8.67e-193	522.0
5zc7	5zc7_B	6hgr	6hgr__chain1	39.9	96.7	98.9	178	181	178	2.06e-44	140.0
5zg2	5zg2_A	2al5	2al5__chain0	99.6	100.0	99.6	259	259	260	2.91e-191	518.0
5zhk	5zhk_A	3axz	3axz__chain0	38.9	99.5	88.0	216	208	241	5.37e-44	142.0
5zj6	5zj6_B	4wa9	4wa9__chain0	47.9	97.4	96.0	265	270	276	4.0699999999999995e-90	263.0
5zjw	5zjw_A	6nfy	6nfy__chain1	39.0	89.1	93.7	267	293	285	2.98e-57	181.0
5zmi	5zmi_A	6hgr	6hgr__chain1	39.9	98.3	98.9	178	178	178	2.63e-44	140.0
5znq	5znq_A	6hgr	6hgr__chain1	39.9	95.6	98.9	178	183	178	2.21e-44	140.0
5zoc	5zoc_A	6hgr	6hgr__chain1	39.9	98.9	98.9	178	177	178	1.7900000000000001e-44	140.0
5zqu	5zqu_B	4k4j	4k4j__chain0	100.0	100.0	92.5	198	198	214	1.4499999999999998e-146	401.0
5zto	5zto_A	5hcy	5hcy__chain0	97.7	100.0	99.0	299	294	302	3.4199999999999996e-216	585.0
5zv2	5zv2_B	3gvu	3gvu__chain0	43.1	91.1	91.5	260	282	271	8.56e-68	207.0
5zwj	5zwj_A	5cap	5cap__chain0	98.1	100.0	88.8	269	267	303	3.68e-195	530.0
5zxb	5zxb_A	3gvu	3gvu__chain0	42.0	92.1	88.2	243	240	271	3.5799999999999995e-55	173.0
5zxf	5zxf_A	4erf	4erf__chain0	100.0	100.0	94.6	87	87	92	5.6599999999999994e-61	175.0
6a1f	6a1f_A	6eif	6eif__chain0	99.4	99.1	100.0	344	346	344	3.2499999999999997e-256	690.0
6a1g	6a1g_B	6eij	6eij__chain0	98.8	100.0	99.7	341	338	342	3.47e-253	682.0
6a22	6a22_A	5vb5	5vb5__chain0	99.1	99.1	88.4	229	231	259	2.22e-167	457.0
6a2k	6a2k_B	3oaf	3oaf__chain0	32.1	33.2	91.4	187	527	186	3.44e-22	89.0
6a2l	6a2l_B	3oaf	3oaf__chain0	32.6	33.4	90.9	184	521	186	2.47e-22	89.4
6a2m	6a2m_B	3oaf	3oaf__chain0	31.4	33.2	90.9	188	536	186	2.2700000000000004e-21	86.7
6a2n	6a2n_A	3oaf	3oaf__chain0	32.1	32.9	91.4	190	547	186	2.69e-22	89.4
6a2o	6a2o_B	3oaf	3oaf__chain0	32.4	32.3	91.4	185	542	186	1.05e-22	90.5
6a2p	6a2p_A	3oaf	3oaf__chain0	32.1	32.9	91.4	190	547	186	2.69e-22	89.4
6a5w	6a5w_A	5jy3	5jy3__chain0	36.6	83.3	85.1	194	228	228	6.82e-38	127.0
6a5x	6a5x_A	5jy3	5jy3__chain0	36.6	83.0	85.1	194	229	228	7.03e-38	127.0
6a5y	6a5y_D	4k4j	4k4j__chain0	99.1	100.0	99.5	213	211	214	3.97e-152	416.0
6a5z	6a5z_D	4k4j	4k4j__chain0	100.0	100.0	99.1	212	212	214	5.24e-155	423.0
6a60	6a60_D	4k4j	4k4j__chain0	98.6	100.0	99.5	213	210	214	1.09e-151	414.0
6a6p	6a6p_A	4k4j	4k4j__chain0	31.9	65.8	83.2	182	266	214	7.95e-17	72.0
6a7c	6a7c_A	4g95	4g95__chain0	100.0	100.0	100.0	186	186	186	1.13e-138	379.0
6a7e	6a7e_A	4g95	4g95__chain0	100.0	100.0	100.0	186	186	186	1.13e-138	379.0
6a9k	6a9k_L	1q72	1q72__chain0	79.4	99.5	100.0	218	219	218	1.79e-126	351.0
6aar	6aar_A	5aut	5aut__chain0	98.2	100.0	100.0	274	269	274	3.24e-194	527.0
6ad9	6ad9_A	5jy3	5jy3__chain0	31.4	72.5	80.3	194	255	228	1.3e-21	85.1
6ae3	6ae3_A	3i4b	3i4b__chain0	98.9	99.4	97.5	350	348	359	5.94e-254	685.0
6ag2	6ag2_U	5za8	5za8__chain0	100.0	100.0	100.0	245	245	245	9.870000000000001e-194	523.0
6ag7	6ag7_U	5za8	5za8__chain0	100.0	100.0	100.0	245	245	245	9.870000000000001e-194	523.0
6ag9	6ag9_U	5za8	5za8__chain0	100.0	100.0	100.0	245	245	245	9.870000000000001e-194	523.0
6agx	6agx_C	3gvu	3gvu__chain0	44.4	93.7	91.5	266	284	271	1.11e-71	217.0
6alb	6alb_A	5j0d	5j0d__chain0	100.0	55.2	100.0	117	212	117	3.08e-84	240.0
6ao5	6ao5_A	6nfy	6nfy__chain1	42.2	70.1	90.2	258	321	285	5.2e-63	196.0
6aog	6aog_B	3oaf	3oaf__chain0	37.2	36.8	95.7	191	511	186	3.14e-32	117.0
6aoh	6aoh_B	3oaf	3oaf__chain0	37.2	36.8	95.7	191	511	186	3.14e-32	117.0
6aoi	6aoi_B	3oaf	3oaf__chain0	37.2	36.8	95.7	191	511	186	3.14e-32	117.0
6asq	6asq_B	6ey9	6ey9__chain0	55.0	92.2	96.6	202	218	207	3.28e-72	213.0
6aua	6aua_A	4m14	4m14__chain0	57.6	98.9	99.6	262	265	263	6.970000000000001e-116	328.0
6aub	6aub_A	4m0y	4m0y__chain0	58.5	98.5	98.9	260	264	263	8.22e-117	330.0
6aug	6aug_A	5jy3	5jy3__chain0	31.4	71.2	80.3	194	260	228	1.4400000000000001e-21	85.1
6avl	6avl_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
6awq	6awq_C	1q72	1q72__chain0	72.0	99.5	100.0	218	214	218	7.109999999999999e-111	311.0
6axv	6axv_A	4j93	4j93__chain0	97.8	63.7	93.8	137	215	146	4.45e-98	276.0
6ayw	6ayw_A	5aut	5aut__chain0	35.7	89.1	96.0	266	293	274	2.71e-55	175.0
6aze	6aze_A	5tpx	5tpx__chain0	37.0	55.1	86.8	92	167	106	1.64e-20	76.6
6b0n	6b0n_E	2yk1	2yk1__chain1	67.9	98.9	95.7	190	182	188	1.6400000000000001e-80	232.0
6b1m	6b1m_B	3ldq	3ldq__chain0	99.7	99.7	100.0	377	378	377	4.73e-270	728.0
6b1u	6b1u_A	5aut	5aut__chain0	36.1	57.7	96.0	266	442	274	1.8499999999999998e-42	146.0
6b2e	6b2e_A	5aut	5aut__chain0	36.1	57.6	96.0	266	443	274	2.6199999999999997e-42	145.0
6b30	6b30_A	5vb5	5vb5__chain0	100.0	100.0	83.0	215	215	259	4.63e-158	432.0
6b3m	6b3m_P	1i7z	1i7z__chain0	81.2	100.0	99.5	218	213	219	3.65e-120	335.0
6b6p	6b6p_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
6b6q	6b6q_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
6b73	6b73_D	1q72	1q72__chain1	49.6	95.9	54.5	121	122	220	1.06e-30	104.0
6b81	6b81_B	4qem	4qem__chain0	61.7	87.7	88.4	107	122	121	7.7e-49	147.0
6b83	6b83_B	4qem	4qem__chain0	61.7	87.7	88.4	107	122	121	7.7e-49	147.0
6b99	6b99_A	3b25	3b25__chain0	100.0	100.0	100.0	210	210	210	1.06e-148	407.0
